Q9GZY0	P11182
Q8IWG1	Q5NE16
Q8NGJ1	Q13017
P0C7X1	Q12796
P09105	Q8IVH4
Q7Z7L7	Q9NWM3
Q96PN8	Q70EL2
Q14807	Q9ULC4
Q99259	Q8IZJ3
Q8WYR4	Q8NCU1
Q2NL82	Q9H172
C9JFL3	Q6UWF7
Q14393	Q9BY43
Q96ED9	Q6ZT77
Q9BV35	Q9UN19
Q68CJ6	Q9BWW9
P57105	Q14807
Q13761	P07332
Q15063	Q86VY9
P34897	Q8TAG5
Q15051	P60953
Q9NRU3	O60522
Q9ULA0	Q7Z7K0
Q9H4B0	O60603
Q86XE3	P50120
Q8NBF2	P17023
P11245	Q13561
Q6TDU7	F7VJQ1
Q99758	P55145
Q9H0F6	Q15651
P09132	Q96A58
P43268	Q9P266
P01701	Q5TA76
P06730	Q96AW1
Q8IVC4	P01768
O75973	P23416
Q86SF2	Q6A162
Q02930	O60882
P54315	Q8TF17
Q8IYX3	E2RYF7
P22415	Q07326
Q9BXH1	P49736
Q5UE93	Q96LA6
Q86YE8	Q969W3
P16219	P11277
Q6NSI4	Q8TDV0
P52740	Q8N5T2
Q08499	Q03692
Q96Q42	Q9NP86
Q96AT1	P13805
P01892	P32121
Q9BZF2	Q96KT6
Q9NW07	Q92544
Q400G9	Q6NXT6
Q5VXH4	P11117
Q6ZMI3	O75695
Q9UBX0	Q9GZN6
Q9NPC4	Q15274
P35442	O95164
O75570	P59047
O95070	Q9HC36
Q9NXR8	Q8WXQ3
P0C2Y1	Q86Y30
Q9H2C2	Q8N456
Q9H6Z9	Q14761
Q9Y2K5	P04070
Q96MT8	Q5T124
A2BFH1	Q15555
Q676U5	P63027
Q9H2C5	Q7RTV5
P13725	A6NN14
O75419	P22612
Q13387	Q5BLP8
Q9H6B9	Q5T442
P0CJ70	Q8WYK1
Q3KNS1	Q5H9R7
Q5TH74	Q15561
P54829	Q9NRD5
Q9BXB4	P28360
Q6P1K2	Q9BX69
P58753	Q96LW1
Q63ZE4	P52961
Q9P013	Q9Y2E4
Q7KZF4	Q969R5
Q9HBT6	Q9Y5H6
Q86WN2	Q96P71
Q08AI8	Q9NSA2
P56192	Q4G0T1
O43913	O95461
Q969R5	O95389
Q68D51	Q99717
Q17RS7	Q15042
O76039	O75616
A6NMZ7	Q92529
Q9HBU1	Q8N9B8
Q9NQZ6	Q5SRE7
Q8N3Y1	Q6L8G8
P27695	Q8N309
Q9HA64	P63128
Q504Y0	Q3YBM2
Q96RK4	Q4LDR2
Q7L3S4	Q9UKN7
Q9NVE5	A6NHL2
Q6NUR6	P56378
Q96SM3	Q9C0D5
Q99731	Q9H339
Q9UN71	Q9UBP5
Q86VF2	Q86V15
Q9H8W2	Q7Z6K5
P57058	Q6ZRM9
Q9H1Q7	Q8N766
Q569H4	O60840
Q5XG99	Q8IY18
Q8NGX1	Q9NRD9
C9JR72	Q5HYK3
Q9NVS9	Q6XPS3
Q9UK61	Q07889
Q9UIF3	Q8NEX6
P61764	Q8NFF5
Q9H2P9	P82251
Q5T2D2	Q8WVY7
P28066	A6NGN4
Q99527	A1A4S6
O15467	Q09160
Q92616	Q8N2S1
Q17RS7	Q96K21
Q6ZTB9	Q99424
O60636	P51149
P51797	Q8NB46
Q8TB33	Q15131
Q9P0K9	P02728
Q9NUS5	Q5TCS8
P32321	Q96CS3
Q8TDU9	Q9GZT4
A6NN90	E0CX11
Q86SG7	O60397
Q8IYU8	P49758
Q96DS6	Q9Y2R2
P08697	Q96PL2
P23508	P04211
Q2TAM9	Q9H0R6
P16190	Q92914
Q9BZC7	A9UHW6
A8MVU1	O95047
Q8N9R6	Q5FYB1
Q6P087	P30485
Q06889	P35789
Q96FC9	Q96EG3
Q76EJ3	O95935
O43148	Q7Z7L7
Q6ZUF6	O14977
Q8N1H7	Q86X67
Q9UMX6	Q96I45
Q902F9	Q8N8Q8
Q96IX5	P52848
P12532	P00736
Q9UF47	Q9P1P4
P45954	P56597
Q5T3U5	Q9UJT1
Q9H607	Q5HYJ3
P78333	O15204
Q6ZSM3	Q9BZS1
Q7Z7H3	P24593
P08493	Q86VY4
Q9P107	Q9UJV3
Q96RR4	Q9UNS2
Q8NFY4	Q09666
Q16048	Q5VYY2
Q8TDU5	Q8IZP2
O15266	P20138
Q13495	P40227
Q9P2K2	O15479
A6NFA0	Q9Y618
Q86SY8	P23083
Q96RT8	Q9BU20
A8K554	Q8WZ82
O60397	Q8TF01
Q9UJP4	Q9BRP1
P54851	Q15306
Q63HM1	Q8TD19
P02745	Q6UXU6
Q9P2S6	O00151
Q12962	Q86W34
P24539	Q9HCK4
Q9BY79	P49798
Q7Z591	Q96E09
Q8NGV0	P55774
Q8NGN4	Q495M3
Q8IW45	Q9P2S2
P12259	Q16665
O75952	S4R3Y5
Q9Y2P5	Q9BPY8
Q9BVA1	Q13278
Q32P28	Q0WX57
Q0VDF9	Q16587
Q9BXA6	Q13884
Q9ULC0	Q14D04
Q8IV63	Q9UJ14
Q96C23	P58004
P51582	P55008
Q96JC1	Q9H4L7
Q2I0M5	O00548
Q92185	Q13422
P62955	P50452
P02729	P55055
Q7Z591	A6NGC4
Q9H8L6	P10916
P49901	Q9H227
Q5TGY1	Q8NGL9
Q9NS86	P26641
Q15751	P09429
Q13268	Q14849
P53611	Q8TAX0
Q9NZM5	Q8N9V6
Q9H9T3	Q8TBE1
P01019	P63272
Q9NWU2	P41219
Q9Y672	Q9C0H6
Q9BY79	Q6ZSB9
A6NLU5	Q9NRL2
O75461	P14136
Q9BRJ2	P32881
Q9UMX0	Q10981
Q5JY77	P49790
Q9C0H6	Q13349
Q3C1V8	P07711
Q9UKL0	A8MU46
P61769	Q9NXH3
A8MWX3	Q13875
A0AV96	Q3KP22
Q14953	Q99700
Q8N3J5	P43405
O43665	O14893
Q9NUV9	A6NFU0
P36537	Q96MX0
P04206	P19652
O00244	O43823
P27658	O15446
Q6ZN30	Q96BQ3
Q9NU22	A1IGU5
Q96QE3	Q9NVV9
Q9Y4X1	Q9ULV1
Q4KMG0	Q6PFW1
P0C5Y9	Q9P0M4
Q9C0F3	Q9NZ08
Q86SE9	Q9BQ65
P0C5K6	Q96KS0
Q9NRX6	P62847
Q8NCM2	O95405
P20702	P00441
Q53TS8	Q9NRY4
P22694	Q9BYV8
Q8NHP1	Q8WWR9
Q9UBB4	Q9ULE6
P31937	Q02383
Q6ZUM4	O95620
P35354	P35900
Q96DM1	Q8WVT3
Q96DZ9	P40222
P00747	Q92922
P82987	P13236
Q495X7	Q13938
Q5TIE3	P07478
P82663	P78345
Q6UXV1	Q9Y574
Q96GX5	Q96C12
Q70UQ0	Q86TN4
Q8N1Y9	O97980
Q9HC21	P21549
P56746	Q08493
P54108	Q6ZWL3
Q96L15	P0C024
P17019	Q9UI25
Q8IUY3	Q9BXY5
Q04826	Q8TET4
Q9P1W8	Q96KW9
Q5TFQ8	O00591
O15145	P26373
Q7Z692	Q9Y2E4
Q9C0A1	P01138
P22102	Q8N371
O15239	B1AH88
Q5TA77	Q9NSC2
P31213	P14136
Q9UBC7	Q8N5I3
Q7Z4G4	Q7Z5G4
O00213	Q9BQY6
Q9Y5S2	O43166
Q14602	Q9H267
Q4U2R8	Q9BPZ2
P15941	Q9C0K0
Q96PH6	Q96DT5
Q9UNZ2	O76064
P19623	Q86W92
Q6XPS3	Q6ZS46
Q7Z4L0	Q8NHY5
Q9NT22	Q8N1D0
Q969F2	Q13438
P26640	Q9HAW0
O60487	Q86W11
Q6Q0C0	P18627
Q6PP77	Q8IVH8
P59666	P62166
Q99437	Q9BRK0
A6PVC2	O95843
P98177	Q14626
P45452	Q14832
P17655	Q8N307
Q9H5N1	O75665
P30048	Q6N063
Q13404	P43897
Q6DKI1	Q86Y07
P08195	Q9BS92
Q6UWD8	Q14789
P58876	O43825
Q53GS7	Q99624
P54852	Q9HCE6
Q6P2E9	O95976
Q8N163	Q15762
O75679	O43318
P0CW24	P0CG34
Q9HCJ1	Q8WV92
P59817	Q9Y676
Q8NI51	P30453
Q9BXX0	Q9BSK2
Q6UWB4	Q16825
Q8N442	Q96NG5
Q9H9J4	P54762
O43167	Q92911
P55040	Q8NGU2
Q6ZW05	Q6UXV1
Q9UPM8	Q8N442
O60921	A6PVC2
Q9BYD1	Q7Z7F0
Q9Y2C5	Q8TBC5
Q8IZ41	Q9UGU0
Q16798	P01625
A0PK11	P0C860
Q9NW81	Q8TAX0
P86496	Q96KJ4
P30520	O75044
P30459	Q9NXK6
A6NJQ4	Q6NUI2
P35659	Q8N138
Q9H0C1	Q9Y5E8
Q96I99	Q8IUC2
P78371	Q8IVP5
Q9BXV9	Q8NGE3
P59190	P51788
P57088	P16473
Q5T3J3	Q9Y5P4
Q96DM3	Q07002
P23469	Q92802
Q96KR7	P28906
Q8WWH5	A6NCQ9
P00156	Q8TEU8
Q9BV23	P27930
Q9ULP0	Q9Y4F4
Q9UI72	Q96LI6
Q14439	P36551
P98161	Q7Z408
Q8NCG7	O00178
O75717	Q96H35
Q9BU68	Q9Y5P1
Q9BTE0	Q6MZZ7
Q01638	Q8IZ07
Q96MS3	A6NP61
Q13253	Q86UW8
Q9UHB6	Q9UN72
Q92585	Q8NGN6
Q1X8D7	P04792
O60356	Q9BYE0
Q8N2H9	Q7Z304
Q8IV63	Q8N2E6
Q8NC74	P08631
Q96DN0	Q9H3K6
O94808	P14416
Q3SY00	P29692
Q96A29	A8MWK0
Q9HB20	D6R901
Q96M89	Q9BXA6
O75347	Q9BQT9
O75643	P31512
Q8IWR1	Q9BXS6
Q9H4M3	O43312
Q53R12	P41181
Q86SG2	P35503
Q9BV38	O14641
Q8NHP7	Q8TBZ6
P04049	Q8WXS5
Q5VXJ0	Q3ZCX4
P09668	Q9HAI6
Q86X45	Q12774
P31314	O95777
Q4ZHG4	Q16851
Q6P499	Q14390
Q13625	Q9NUT2
P15927	P0C7N4
Q9NSD7	Q9BTA9
Q9NNW7	O43559
O43364	Q9BYR0
Q96MN2	Q8NFP9
P85037	Q6UWH4
P43235	Q9Y577
P52815	P00505
Q68D86	P02753
Q8IYA2	P55344
Q4G0J3	Q9BX26
Q9HBU1	Q9ULZ0
Q8WWG9	Q9UH62
A6NHN6	Q6ZSJ8
Q86SU0	O43493
Q9Y6A2	Q8N344
Q9P1V8	O75665
Q8IXM3	Q8IUC6
Q9BZ19	Q68CQ4
O00305	P62906
P55103	Q8ND04
P06702	O95777
Q0VAQ4	P43166
A5YKK6	Q8TDF5
P40126	Q8WWQ2
P51864	Q76M96
P00966	P06400
Q8WWZ4	Q32MZ4
O95478	Q29960
O75920	Q14574
Q9C002	P33908
Q14694	Q8TAC9
P30550	O00270
P21291	Q6N043
P24387	O60749
Q9UG63	Q99536
A6NM43	Q9UGM5
Q9UNI1	Q96MP8
Q5IJ48	P06703
P02100	Q96DB5
Q08AI6	Q8IY33
O75506	A8MYJ7
Q9NX58	Q9P2B4
P10646	Q9P0M6
Q86UP8	Q86VF2
P12018	Q96JP5
Q6UXR6	A8MTJ3
Q9Y2W3	Q13426
Q6IV72	Q8IX07
Q8NA72	Q4AC99
Q9NQW5	Q5TA89
P24593	P02810
Q9UHV7	Q8NGR2
Q96JM3	O95405
Q9NXP7	Q9Y2H9
Q9NTJ4	O15055
A6NET4	O43304
P18846	Q9BRF8
Q9UFW8	P50148
Q9NSC2	Q9NYL2
Q8N2E2	Q9H7F4
Q8IVJ8	Q8N954
P11161	Q9UNP4
P31513	P06703
P49454	Q6N022
O15247	Q86TL2
P78325	Q9UHC6
Q12794	Q13630
Q15154	Q8NC06
Q9H6D8	O43918
O43711	Q8WTP9
Q156A1	Q5ZPR3
Q96MF7	P16473
Q9Y2R9	Q2PZI1
Q96LI6	Q7Z2X4
O95936	P51955
Q96FL9	Q9NP60
P07864	Q6PJI9
Q9UBC0	Q9NQI0
Q96D71	O75581
Q6UWB1	Q569G3
Q9UBH0	A6PVC2
O15254	Q5T7N7
O60232	Q96KN9
P59894	A6NGD5
Q9H305	Q96MS0
Q6ULP2	Q8NEF9
Q6NSW7	A8MXV6
Q6DWJ6	Q8WXF7
Q96RY5	P27338
Q02363	Q5BJH7
Q9UM44	Q9H2K8
Q8TF74	P62158
Q6XLA1	Q8IWD5
O94817	P08758
Q02833	Q9H116
P29373	Q9H9T3
A2RRP1	P18465
Q96C36	Q9Y5U9
Q86WV6	P51571
Q8NFU4	Q86VX2
Q9Y2L9	Q5VTT5
Q15041	Q6ZPA2
Q9GZP4	Q8NGX8
Q8NFZ5	O43290
Q9H7N4	Q9UJX0
Q5SR53	Q9H3Z4
Q9BQI7	P52907
Q7Z2X4	Q8IV03
Q9UBQ0	Q2TAY7
P0CJ88	Q8N807
B7ZC32	Q9UPN4
P06307	P35499
Q96Q89	Q3MJ40
P62081	Q8TDG2
Q9BU76	P09496
Q6UWN0	Q86U90
Q86WZ0	P27816
Q8NGZ2	Q9HCU5
Q6NUJ5	Q6UXB1
Q96T49	Q8N653
Q8WU20	Q9NWT6
Q8WYK1	O95264
P04229	O75437
Q969T7	Q96M32
Q9H347	O14598
Q5T601	P22695
Q13753	Q96KN8
Q8NH93	P12532
P31358	Q9NVE7
A8MWA4	P52735
Q15392	Q96GX1
Q6UWB1	Q9NZP8
E7EML9	P0C854
Q8WWN8	P15538
O00399	P61764
P20591	Q9Y2J0
Q96A26	Q96NM4
Q14684	Q7L190
Q96Q91	Q02747
P07814	Q9NRJ2
Q9H161	Q8TCC7
P0C671	P32320
Q15722	Q9NZD8
Q2I0M4	O15523
Q9HC84	P23919
P14210	Q5T160
Q96RP3	O60844
O43448	Q969H4
P32418	Q9UHV7
Q9UGM5	Q9H347
Q9UK05	Q96EY8
O75688	O75071
Q9HC77	P57772
Q96IZ7	A0PK11
Q8TC56	Q16635
P49116	Q8N1H7
Q9Y289	Q04900
A4D2G3	P01612
A6NF83	O94885
Q9BU64	Q14671
P06276	Q8IXQ4
Q496M5	Q8N4T0
P18847	P57055
Q9UBQ7	Q9UNP9
Q5VU13	Q9Y6Q2
O00410	O14829
C9J7I0	Q14957
Q13112	Q6ZRX8
Q8WTX7	P36402
Q9HCI6	Q9Y256
P31276	Q8NF37
Q14191	A1A5C7
Q86XR7	Q6PGP7
Q9Y4U1	Q96HA7
Q9UF33	Q8TBZ2
Q9C0F0	Q9UMQ3
Q9NR82	Q86VW0
P61158	P43246
P47895	Q16543
A6NMV5	Q13748
Q9GZV3	Q6PXP3
Q9UFC0	O14802
Q13588	Q6ZS94
P31267	A4D1E1
Q5JU00	Q9UII5
Q8IYK4	Q9NS40
Q5VUR7	Q92585
Q86VB7	P59535
Q01524	Q9NTK1
Q92530	Q96SE7
Q96LW4	Q5THJ4
Q8N119	B1ANH7
Q8WXK4	Q7L4E1
Q15651	O43513
Q15758	Q96CH1
Q9Y6D0	P15291
Q07000	Q15843
Q9Y5G5	Q99456
P78559	Q9NXP7
P43405	Q9UBU2
P60510	Q6ZWH5
Q9BXW4	Q13686
Q6ZMI0	P09529
P05549	O43914
O43526	Q9ULL4
Q08AG7	O14827
P56199	A6NK44
Q15620	Q6TCH7
P24347	Q9NWU5
A4D263	Q6ZSA8
O75438	Q12968
O95639	Q14511
Q8N729	Q5U5X8
Q9BRP0	A6H8Y1
Q13099	P42263
O00429	O43823
P30532	Q9BWX1
Q96TA2	Q9HCN8
P31994	Q9Y2G3
Q5TI25	Q9Y675
Q9Y5G4	Q9H2A9
Q99081	Q8WVX3
Q8N163	Q16828
Q8NG97	Q13362
Q13886	Q02543
Q8TBZ9	P42677
Q9UPX8	Q9UQL6
Q86X83	O75154
A6NCW3	P26992
Q9BQP7	Q96PI1
P10071	Q5RGN0
Q96EN8	Q6ZVN8
P19256	Q6ZN08
Q9H3W5	P16520
Q8IZ07	Q96AC1
Q9NQ84	A0PG75
P08962	Q9H223
O60281	Q6TDP4
Q6UXD7	Q00872
Q8IZC7	P11473
Q01959	Q8NE31
Q5FVE4	P35125
Q86XS5	Q9NX46
Q9BY31	Q8NEY3
Q96AX2	O95166
Q9NQX0	Q8N183
Q6ZN79	Q00532
Q6UXT8	Q15404
Q9P2Y5	O43255
Q9Y279	C9JE40
Q9NRK6	P59780
A6NNW6	Q9UKJ0
Q16666	P83105
Q9NZN4	Q99440
Q6PCB0	Q5SQI0
A6NJZ3	Q9H9L3
Q9H169	P0DJD7
Q969S8	Q9UHQ4
Q6ZMM2	Q30KQ6
Q8IWU4	P01344
O60938	Q9ULW8
P20962	P21953
Q03252	P34059
P14207	Q9ULZ0
Q9HBM0	Q16143
P25103	Q8N139
Q9P2U7	Q68DK7
Q5JNZ3	A6NHQ4
Q96N11	Q9BYC8
Q9ULD4	Q96EL2
Q969R2	Q6ICB0
Q8TC84	Q02388
Q9UKI8	Q9BXP5
O75348	Q5GH70
O76095	Q6VVX0
Q6NW29	P54646
C9J7I0	Q9H0M5
Q8NGQ1	O14668
P30559	P16050
P14923	Q9ULQ1
Q12888	Q8N328
Q86UW6	P21781
P13682	P52434
P56915	Q7RTU1
O00461	Q7Z6L1
O75396	P14679
P19440	Q96B33
Q8NFZ5	Q9GZR5
Q9NZP2	Q9BZ67
P81877	Q9NS28
P35716	P02748
P0DML2	Q9UQ80
Q08170	Q8NCL9
Q5T6S3	Q5SVQ8
Q6UX15	P61019
Q6ZMB5	P43628
P14222	P08174
B4DJY2	Q8NGI8
Q8NDV2	Q9NWV4
Q99613	Q96AA8
P54284	P41208
Q8WWV6	O14770
P0C5Y9	Q92823
Q8IYX1	Q9BSN7
P80188	Q8NI17
Q9H8W5	P35247
Q14679	P63261
Q96PV4	A6NFE3
Q9H4D0	Q9H114
I0J062	Q5JUK9
O75631	Q6UW10
P48634	Q8N6Y1
P48645	Q86TV6
Q9NSI8	Q7Z304
Q9HD47	O75323
Q9H920	P23284
Q13155	Q8N9V3
O15318	P48728
P11487	P08779
O43264	A6NKG5
Q50LG9	Q6UXP9
P11678	P01100
Q8NBI3	P10911
Q9NVX0	P22459
O15015	Q9Y2B9
Q96QK1	Q96CC6
Q9UKR3	O94768
Q3KNV8	A5D8V6
Q92830	Q86YA3
Q15042	O76070
Q7Z2X4	Q15546
P58753	O43819
Q13501	P49356
Q5T2Q4	Q9UGP5
Q58A44	Q7KYR7
P54725	Q96L03
Q96CF2	Q14028
Q8N187	Q9NS73
Q14767	Q9Y6H8
Q96FB5	P42574
O00624	Q99946
Q12873	P52741
Q9C004	P0DMS9
Q6UXN8	Q9BVM4
Q99811	O00322
Q712K3	Q8IW40
Q9NSD5	P23193
Q13206	Q92736
Q13286	Q7Z5A8
Q9HC57	Q15185
P01871	Q8WY22
Q96LZ2	P08319
Q5T1C6	A6NN92
Q8IUC2	Q99643
Q04844	Q9BQQ3
Q96L21	Q9H0H3
Q6RUI8	O95972
Q92876	Q9UNQ2
Q96GK7	Q8WZ82
Q8IZF0	O96002
Q9H089	Q6NWY9
Q8NGN6	Q495M3
Q9UHY1	Q9BRI3
A6NHA9	Q16478
Q4LDE5	A4GXA9
Q9NX45	Q12980
P35453	P30462
A6NJ08	Q9BRX8
Q8NGV7	P30154
Q58FF3	A1IGU5
O00168	Q15154
O95998	P28039
Q9H0C1	Q5TYX0
A6NKF7	A2A3N6
Q8WZA6	P62328
P22309	O14994
Q13591	H3BMG3
Q8NGS0	Q96FX7
Q8TBR7	Q9H081
Q8TF08	Q86VN1
P51826	Q53H47
Q96FJ0	Q6ZN44
O00273	Q96MT4
O60427	Q9H920
Q96MU8	Q9UHG0
Q02930	Q6UW49
Q9H4R4	Q5T011
Q8N126	Q9NQZ7
P35125	Q9BW04
P55081	A7MBM2
P31249	Q9BR76
Q8IYB5	Q86UD1
Q2TAL5	Q9HCQ5
Q99440	Q6ZRH7
Q0VAF6	Q92782
O75971	P51786
P16452	Q86TA1
Q06141	Q969R5
Q86Z20	Q8NEE6
O43677	O95025
Q5T7R7	Q8N7A1
Q92630	O00154
Q96B97	P50148
P08240	O95169
P48788	Q8IZS6
P51648	Q6P3V2
Q9NRN9	Q9NQX0
Q9BVP2	Q9NRZ7
P28069	Q9UHN1
P46060	Q5SNV9
Q6ZU45	Q9UGI0
Q15165	P49448
Q6P4F7	Q9UK58
Q86YS6	A6NI61
Q8TCE6	Q15080
Q5FYB1	P01613
Q9C0D6	Q6PCB6
Q9UPW5	Q8N8F6
Q9C0B6	P61086
P33981	Q96CM8
Q13067	Q9ULI4
Q9NRN7	Q96K58
P49841	Q7Z7C7
Q5T7W0	Q8TBZ5
P15621	Q9ULI3
Q13003	P17482
Q92908	Q9HBE5
Q9P2U8	Q9P2F9
Q96NS8	Q6NVV0
Q86VS3	Q2KHR3
Q07021	Q70EL1
P0DI81	O95521
Q8N148	Q96PE7
Q9UFV3	Q9BZW4
P98082	Q9H756
Q5CZC0	Q6DKK2
Q8NGG3	O95361
O43741	O60479
A6NNC1	Q9UQ90
O75095	Q5H9S7
F7VJQ1	Q9GIY3
Q8IWV2	O60759
Q9BX82	O75197
P47895	Q6IF82
P84085	Q9UGK3
P01818	Q14344
Q8NBI6	P0DMC3
P36402	Q01650
Q9BQI6	Q562F6
O60565	Q92542
Q9HBL7	Q14566
O95563	Q9UNL4
Q5JQF7	Q9Y3P9
Q8WW36	Q8N3V7
Q8IWY8	Q9H3C7
Q6S8J3	A6NNA5
Q969Q0	Q96MT7
Q8IWE4	P21554
Q08ET2	Q8TE23
O15195	Q9Y606
P29474	Q96PB8
P12271	Q7Z442
Q8NGD3	Q15195
O94911	Q9NPH6
Q6QN14	P0DJD4
Q8TDD2	Q92674
Q9Y383	P41002
P68032	Q9H0E2
Q9UGY1	Q9H6H4
Q8N7B9	O00341
P07204	P10768
Q9H511	Q5J5C9
Q9NXF7	P56202
Q6W5P4	Q8NGP0
Q8TB72	Q5T440
Q9NZF1	Q9BTW9
Q9H5K3	Q04721
Q01974	P21399
Q8WYL5	P28070
A8MXZ3	P51460
Q5MY95	Q8N966
Q9UGL9	Q92851
P27701	Q8N6I1
Q8N7S6	O43347
Q92900	Q9UNY5
Q9NYQ7	Q13609
Q00597	O43323
Q9Y663	P37198
Q8TCG1	O95925
Q9NTZ6	P23743
P31689	Q8N5Q1
P59665	Q9NZP2
O75864	Q2TB10
Q9P2K5	Q8N148
O95424	P36551
Q04609	Q9GZZ0
Q9UDW3	Q9P241
Q9UJY1	A6NJG2
Q69YL0	Q3LI70
Q9UIK5	Q14676
O00541	P13693
Q8WZ74	Q8N5I9
Q9UPN7	Q12789
P50579	Q96IZ2
O60234	P18463
Q9Y5A9	Q96NR3
Q9Y5I2	Q8N8Q9
Q9Y4A8	Q14674
Q12934	Q5TGY1
Q8N6T0	Q15392
Q16585	O60235
O75818	Q9Y3T6
Q9BZA7	O76096
P11488	Q7Z5L3
P38159	Q86Y97
Q5EBN2	Q969G2
Q6UXB8	P22680
Q8N690	Q6SPF0
P0CF51	Q6ZSS3
Q96N28	Q86XA0
O75916	P08254
Q9P016	Q16769
Q9H5Q4	O75192
Q8N3F8	Q8WTX9
Q86VS8	P86452
Q13459	P61952
P01116	A1L020
Q6UWN0	O15056
Q9Y573	Q8NG83
Q13536	Q32MZ4
Q5QP82	Q12866
O15484	Q07866
Q14982	Q13443
Q14206	Q10571
P24903	Q9BWM7
Q5VTH9	Q9UPR3
P04745	Q8N7N1
Q96J77	A8MV57
Q86Y37	O75808
A6NMA1	O60667
P0CF51	Q9NRS4
Q9BZR6	Q99811
Q9BUE0	P69892
O43927	Q96JG8
Q9NWZ8	Q8NC60
O00237	Q9H0H0
O15079	Q8TAV4
O00468	P59534
Q8NAP3	Q8N2F6
Q9NZC9	Q96PQ7
O43156	A6NCF6
P48553	A6NJ46
Q3T906	Q96NB2
Q9NPI5	Q9NYW3
Q969E2	O43237
Q9C000	Q5T0N5
Q6UWV2	Q9P255
Q9HC98	Q71F56
A6NDY0	Q99666
Q502W7	I3L273
P21675	Q8NCV1
Q9UKA1	Q6EBC2
Q99712	P42263
Q92569	P17039
Q9BTP7	O75771
Q9HAV0	Q7Z7M9
Q96GU1	Q0VAQ4
Q5MNZ6	Q9Y2U2
Q9C0F3	Q15413
P32247	O95295
Q8TBB1	Q5W186
Q8N859	Q8N9H6
Q8N9T8	Q6Q8B3
O00398	Q9H7X2
P54710	Q969Q6
Q9UEU0	Q8TC90
Q9H0E9	P35504
O95834	Q3BBV1
Q86X10	Q9UN74
Q1W4C9	Q99758
P54829	Q92734
Q2NL67	Q96C90
Q8N699	Q96GZ6
Q3B7T1	P78536
Q9P021	Q8N888
P55211	Q9BWM7
Q9BX69	P16188
Q15406	P45983
P35372	O00410
Q2WGJ9	Q86UQ5
Q9BT76	Q56NI9
Q8TAA5	Q86XR5
Q96EY7	A8MWP6
P13535	Q9Y6W5
P49770	Q9Y6F7
A6NFU8	Q8IZ41
Q99643	P04118
Q7L273	Q9Y2H0
A6NES4	P0C8F1
Q6ZMS7	Q5VUJ9
Q30KP8	O60810
P29400	Q9P1W8
Q7Z6M3	O00198
Q9Y2L6	Q8N2G8
Q8N145	Q6GMV1
Q3C1V9	A6NLI5
P31944	Q8IYA8
Q3LI72	Q6UXB1
P23327	Q9UJW7
Q6ZRU5	Q96PL5
Q6DCA0	O75293
Q8WY91	Q9ULU4
Q01546	Q8IXT1
Q9NYV9	Q9ULL1
Q9UI36	Q6ZRV3
Q9GZX9	Q13126
P78345	Q8TEZ7
Q86UF4	Q8IZE3
Q9BXP8	P82664
Q9Y3A4	Q86VQ0
Q8NFU4	O75528
Q6ZVN7	Q6Q0C1
P11712	P0CJ85
P43308	P04075
Q05923	O60673
Q96HZ7	Q8TF21
Q01453	Q9C0C2
Q6IBS0	P58340
O76064	Q8WYP5
M5A8F1	Q5VU97
P54851	Q9UEU0
Q8ND90	Q9Y3Z3
Q12913	B2RNN3
Q5JNZ5	Q8TF45
P53816	P0DMC3
Q86SR1	Q96KS0
A6NML5	Q99250
Q9Y285	Q5T9A4
Q9UKV3	Q9Y3F1
Q9UNN8	Q9HD26
P37023	Q8N554
Q8N0U6	Q64LD2
P17302	P60372
Q96NT0	Q8NGX5
A6NCM1	Q8TEC5
Q9Y6X1	Q3SX64
Q9NQ40	Q7Z7F0
Q6ZU80	O95231
O15068	B1ATL7
P0CW21	Q8N8E3
Q7Z2W7	P50748
Q9H244	Q8TD33
Q8N7Y1	Q5BKX6
Q7Z7G1	Q15546
Q15072	Q5JSP0
Q9UP65	Q86SG7
Q9Y5Z6	Q5T750
Q6P587	O60356
A6NMY6	Q9NPE6
Q5T6F0	Q99808
Q96S52	Q14766
O00750	Q93033
P42830	Q53R12
O60229	O94805
Q8IZJ4	Q9BZW2
Q5EBL4	Q9H222
Q8N5K1	Q13733
Q8N4G2	Q9Y6A4
P40763	Q9Y275
Q15019	O43822
Q5VYY2	P17980
O95292	O95568
Q96A61	O75376
Q6NUT2	Q16661
Q8IWB6	Q96EQ8
P15088	Q02543
Q06033	Q6ICC9
Q96SB4	Q70UQ0
Q9P013	Q15111
P0CJ87	Q8NGR3
Q8NG99	Q96H40
Q15835	Q9HBF4
Q96L92	Q9UKZ9
Q8N1K5	P51793
P57735	P0CJ90
Q14722	Q9GZS1
Q5I0G3	Q6L8G8
Q96BZ4	P0C626
P18084	Q8N4C7
Q5W111	Q13438
Q8NGM1	Q92737
A6NI28	Q15661
O75955	Q4VC05
Q99766	A6NL08
Q9BSW7	Q8NGP0
O43290	O96017
O95490	Q9NQI0
Q2I0M5	Q8TC99
Q3B7I2	P13073
Q04206	Q05084
Q9NPD5	P19634
Q8TCD6	Q96D96
P82970	Q86XT4
P17041	Q86Y34
Q68CR1	Q6ZS86
Q96S19	P04279
O95502	Q96AE7
Q6UW68	Q6PEY1
Q9UHC3	Q8IVG9
Q6ZSI9	Q9NP61
Q08334	Q92805
P54802	P31639
